"ID_MESA","HAB","INHAB","VV","0"
"100320309680905107",220,"2",198,0
"100320204660265209",220,"11",198,0
"100320515990048701",220,"6",198,0
"110111041302517806",220,"48",198,0
"100320722343203606",220,"8",198,0
"100320207290270303",220,"2",198,0
"100320309760101205",220,"0",198,0
"100320722340702413",220,"2",198,0
"100320722340801529",220,"15",198,0
"100320420590014028",220,"1",198,0
"100320127940050204",220,"2",198,0
"100320309280800703",220,"10",198,0
"100320420590011905",220,"1",198,0
"100320208200200204",220,"0",198,0
"100320722341001303",220,"3",198,0
"100320733201103808",220,"5",198,0
"100320207290020424",220,"2",198,0
"110111041292519203",220,"17",198,0
"100320619490002309",220,"3",198,0
"100320308210010404",220,"5",198,0
"100320722341108603",220,"0",198,0
"100320533260000101",210,"37",189,0
"100320309740105013",220,"9",198,0
"100320722662500410",220,"4",198,0
"100320203972583401",220,"0",198,0
"100320309490902706",220,"4",198,0
"100320724422100605",220,"3",198,0
"100320308210017714",220,"2",198,0
"100320725181700013",220,"8",198,0
"100320515300009402",220,"3",198,0
"100320620270001302",138,"8",124,0
"100320723432200603",220,"7",198,0
"100320517570034601",177,"7",159,0
"100320308840500109",220,"6",198,0
"100320308210011904",220,"6",198,0
"100320207292559504",220,"0",198,0
"100320722340701118",220,"8",198,0
"100320206012579801",220,"0",198,0
"100320541902563501",75,"0",68,0
"100320207292503706",220,"2",198,0
"100320827840000909",220,"9",198,0
"100320308210017218",220,"4",198,0
"100320516013115004",220,"12",198,0
"100320722340502707",220,"6",198,0
"100320722650500120",220,"6",198,0
"100320723251300001",220,"4",198,0
"100320515540012201",220,"17",198,0
"100320516960027701",220,"10",198,0
"100320741202553501",165,"0",148,0
"100320722340301004",220,"7",198,0
"100320722341001403",220,"1",198,0
"110118540732530303",220,"0",198,0
"100320134210000102",25,"0",22,0
"100320208200190827",220,"7",198,0
"100320208200120323",220,"1",198,0
"110111141452515001",220,"20",198,0
"110118540732530304",220,"1",198,0
"100320333960906402",220,"1",198,0
"100320203230297722",233,"2",210,0
"100320724950580004",220,"4",198,0
"100320722860400104",220,"5",198,0
"100320420590014112",220,"8",198,0
"100320722340302611",220,"0",198,0
"100320207290170309",220,"4",198,0
"100320724422104408",220,"4",198,0
"100320208200190303",220,"6",198,0
"100320515270008401",220,"5",198,0
"100320114300000104",220,"10",198,0
"100320724422105305",174,"0",157,0
"100320201810301901",220,"10",198,0
"100320420590012501",220,"2",198,0
"100320208200030119",220,"5",198,0
"100320722652500214",220,"3",198,0
"100320626800011010",220,"7",198,0
"100320309600904010",220,"2",198,0
"100320207290300711",220,"4",198,0
"100320203600299305",220,"3",198,0
"100320203260294001",220,"0",198,0
"100320207290270120",220,"4",198,0
"100320626800005603",220,"14",198,0
"100320208200010102",220,"4",198,0
"100320723911400712",220,"10",198,0
"100320722340701322",220,"6",198,0
"100320308210021513",220,"0",198,0
"100320722343203611",220,"9",198,0
"100320204120260502",220,"2",198,0
"100320626800000109",220,"5",198,0
"100320309570903710",220,"4",198,0
"100320308210023102",220,"0",198,0
"100320308212587301",224,"0",202,0
"100320731920601801",220,"5",198,0
"100320514942504016",220,"2",198,0
"100320619760001102",155,"8",140,0
"100320515303114801",220,"1",198,0
"110111036112518901",220,"71",198,0
"100320207290080201",220,"1",198,0
"100320207290060103",220,"6",198,0
"100320339932530404",220,"0",198,0
"100320619980000901",220,"5",198,0
"100320309720100518",90,"2",81,0
"100320207290301714",220,"2",198,0
"100320205850284713",220,"2",198,0
"100320205850284701",220,"4",198,0
"100320308210018316",220,"3",198,0
"110672937722509726",220,"26",198,0
"100320207290160616",220,"3",198,0
"100320309430902201",220,"7",198,0
"100320420940000207",220,"8",198,0
"100320911300002709",220,"10",198,0
"100320722340400307",220,"7",198,0
"100320207290101027",220,"3",198,0
"100320735383205807",220,"0",198,0
"100320127940021913",220,"3",198,0
"100320208200010221",220,"1",198,0
"100320723200801826",220,"4",198,0
"100320113870000101",220,"9",198,0
"100320825400001704",220,"0",198,0
"100320724850001702",220,"3",198,0
"100320208200200609",220,"5",198,0
"100320722341105307",112,"2",101,0
"100320722340701807",220,"5",198,0
"100320309770101217",220,"1",198,0
"100320722980401402",220,"5",198,0
"100320731810406602",67,"2",60,0
"100320826820000101",220,"37",198,0
"100320421180000201",220,"1",198,0
"100320724422104708",220,"3",198,0
"110111041302517605",220,"46",198,0
"100320207292503708",220,"5",198,0
"100320203230297002",220,"0",198,0
"100320728641301703",25,"0",22,0
"100320206520230207",220,"4",198,0
"100320309342504702",220,"2",198,0
"100320722342542103",220,"0",198,0
"100320127943001607",220,"5",198,0
"100320204630264803",220,"7",198,0
"100320427900000201",189,"6",170,0
"100320722341108205",220,"2",198,0
"100320308210013710",220,"6",198,0
"100320204670270902",154,"5",139,0
"110111036112516911",220,"36",198,0
"100320201360239802",220,"2",198,0
"100320420593101009",220,"3",198,0
"110111141442514908",220,"21",198,0
"100320723170801524",220,"14",198,0
"110443837822510703",220,"2",198,0
"100320229130600101",223,"0",201,0
"100320722340700515",220,"7",198,0
"100320310762504101",220,"1",198,0
"100320722340000916",220,"8",198,0
"100320208200170401",220,"4",198,0
"110111036112517406",220,"26",198,0
"100320626800000110",204,"3",184,0
"100320310000103302",220,"3",198,0
"100320619160000915",220,"8",198,0
"100320203740277301",220,"1",198,0
"100320208200010109",220,"5",198,0
"100320308220200311",220,"2",198,0
"100320309342503114",115,"6",104,0
"100320722341003108",220,"8",198,0
"100320514942504606",220,"4",198,0
"100320722341003206",220,"4",198,0
"100320202150235202",89,"3",80,0
"100320722340300706",220,"3",198,0
"100320202890247902",220,"6",198,0
"100320724971900205",220,"4",198,0
"100320208200010233",220,"2",198,0
"100320310990160107",220,"4",198,0
"100320722340900934",220,"3",198,0
"100320310503008302",220,"2",198,0
"100320723173204403",220,"3",198,0
"100320330110101403",220,"5",198,0
"100320208200130715",220,"5",198,0
"100320735383205802",220,"0",198,0
"100320206900293801",91,"0",82,0
"100320207290200120",220,"0",198,0
"100320735520000105",220,"6",198,0
"100320207290030805",220,"5",198,0
"100320113360000104",220,"4",198,0
"100320739130000101",220,"1",198,0
"100320207290301521",220,"3",198,0
"100320723171803008",220,"1",198,0
"100320207290070114",220,"3",198,0
"100320309802558103",220,"0",198,0
"100320832760000102",57,"2",51,0
"100320310762503515",220,"9",198,0
"100320308212547901",220,"0",198,0
"100320722340202613",220,"6",198,0
"100320309920102803",220,"2",198,0
"100320207290020515",220,"2",198,0
"100320308210021304",220,"4",198,0
"100320309730100643",220,"5",198,0
"100320208203005501",220,"4",198,0
"100320421393103011",220,"6",198,0
"100320722340400509",220,"6",198,0
"100320309090700211",220,"2",198,0
"100320208200040311",220,"6",198,0
"100320728700405402",41,"0",37,0
"100320825260004002",220,"5",198,0
"100320309510902907",220,"3",198,0
"100320723620402203",196,"2",176,0
"100320342452591701",165,"0",148,0
"100320420590010302",220,"4",198,0
"100320825260001508",220,"7",198,0
"110671536162507202",220,"42",198,0
"100320825260000708",220,"7",198,0
"100320309530903208",180,"5",162,0
"100320233110000102",144,"1",130,0
"100320515280008503",220,"2",198,0
"100320420590012812",220,"4",198,0
"100320722340000910",220,"7",198,0
"100320722541102514",220,"5",198,0
"100320310010103405",220,"0",198,0
"100320308210018751",220,"5",198,0
"100320208200130808",220,"1",198,0
"100320827840001801",220,"2",198,0
"100320309750101029",220,"2",198,0
"100320309730100907",220,"2",198,0
"100320208200190509",220,"4",198,0
"100320207290060410",220,"1",198,0
"100320722860400007",220,"3",198,0
"100320127943001405",220,"14",198,0
"100320309100700301",220,"4",198,0
"100320722341108602",220,"0",198,0
"100320207292504406",220,"3",198,0
"100320626802571504",152,"0",137,0
"100320722541102428",220,"5",198,0
"100320207290110220",220,"1",198,0
"100320825260002608",220,"8",198,0
"100320341092551801",220,"2",198,0
"100320825400001303",220,"7",198,0
"100320626800007321",220,"13",198,0
"100320207290210806",220,"7",198,0
"100320722340400021",138,"3",124,0
"100320309740105115",220,"6",198,0
"100320724422105109",220,"7",198,0
"100320206120268408",220,"10",198,0
"100320129570000101",191,"10",172,0
"100320514970006302",220,"4",198,0
"100320724420100414",220,"9",198,0
"100320227430000214",220,"4",198,0
"100320825260000501",220,"4",198,0
"100320722343203613",220,"8",198,0
"100320825260001312",220,"3",198,0
"100320207290280401",220,"2",198,0
"100320207290260307",220,"5",198,0
"100320208200260108",220,"7",198,0
"100320420593100504",220,"4",198,0
"100320420590011908",220,"7",198,0
"100320619162554702",220,"0",198,0
"100320722340000524",220,"10",198,0
"100320724810001303",220,"3",198,0
"100320722341105015",220,"5",198,0
"100320722541102502",220,"8",198,0
"100320127940011014",220,"1",198,0
"100320207292534211",220,"2",198,0
"100320724512545702",220,"1",198,0
"100320514943111002",220,"9",198,0
"100320136900000102",220,"2",198,0
"100320619160001105",220,"14",198,0
